PassengerId,HomePlanet,CryoSleep,Destination,Age,VIP,RoomService,FoodCourt,ShoppingMall,Spa,VRDeck,Transported,GroupTravel,FamilyTravel,TotalSpending,Deck,CabinNum,Side
0138_01,0.0,True,2.0,13.0,False,0.0,0.0,0.0,0.0,0.0,True,True,True,0.0,6.0,846.0,0.0
0138_02,0.0,False,2.0,34.0,False,0.0,22.0,0.0,564.0,207.0,False,True,True,793.0,4.0,1264.0,0.0
0139_01,1.0,True,0.0,35.0,False,0.0,0.0,0.0,0.0,0.0,True,False,False,0.0,2.0,1375.0,1.0
0140_01,0.0,True,2.0,24.0,False,0.0,0.0,0.0,0.0,0.0,True,True,False,0.0,6.0,920.0,0.0
0140_02,0.0,False,2.0,26.0,False,440.0,0.0,0.0,0.0,462.0,False,True,False,902.0,5.0,1031.0,0.0
0141_01,2.0,False,2.0,31.0,False,20.0,0.0,97.0,0.0,0.0,False,False,False,117.0,5.0,1043.0,0.0
0144_01,0.0,False,2.0,20.0,False,0.0,420.0,210.0,0.0,0.0,True,False,False,630.0,5.0,1054.0,1.0
0146_01,0.0,False,2.0,56.0,False,0.0,0.0,0.0,0.0,0.0,False,False,False,0.0,6.0,987.0,1.0
0147_01,0.0,True,2.0,50.0,False,0.0,0.0,0.0,0.0,0.0,True,False,False,0.0,6.0,998.0,1.0
0148_01,2.0,False,2.0,42.0,False,1072.0,0.0,10.0,0.0,76.0,False,False,False,1158.0,5.0,1054.0,0.0
0149_01,0.0,True,0.0,16.0,False,0.0,0.0,0.0,0.0,0.0,True,False,False,0.0,6.0,1009.0,1.0
0151_01,0.0,True,0.0,38.0,False,0.0,0.0,0.0,0.0,0.0,False,False,False,0.0,6.0,932.0,0.0
0152_01,0.0,False,2.0,41.0,False,0.0,0.0,0.0,0.0,607.0,False,False,False,607.0,5.0,1065.0,0.0
0160_01,0.0,False,2.0,22.0,False,4119.0,0.0,0.0,0.0,61.0,False,False,False,4180.0,6.0,954.0,0.0
0163_01,1.0,True,2.0,26.0,False,0.0,0.0,0.0,0.0,0.0,True,True,True,0.0,1.0,1596.0,0.0
0163_02,1.0,True,2.0,17.0,False,0.0,0.0,0.0,0.0,0.0,True,True,True,0.0,1.0,1596.0,0.0
0164_01,0.0,False,2.0,57.0,False,50.0,1688.0,0.0,0.0,135.0,True,True,True,1873.0,6.0,1020.0,1.0
0164_02,0.0,True,1.0,17.0,False,0.0,0.0,0.0,0.0,0.0,False,True,True,0.0,6.0,1020.0,1.0
0165_01,2.0,True,2.0,35.0,False,0.0,0.0,0.0,0.0,0.0,True,False,False,0.0,5.0,1120.0,0.0
0167_01,2.0,True,2.0,13.0,False,0.0,0.0,0.0,0.0,0.0,True,True,True,0.0,5.0,1098.0,1.0
0167_02,2.0,False,2.0,27.0,False,1365.0,0.0,48.0,22.0,137.0,False,True,True,1572.0,5.0,1098.0,1.0
0169_01,0.0,True,2.0,31.0,False,0.0,0.0,0.0,0.0,0.0,False,False,False,0.0,6.0,965.0,0.0
0170_01,0.0,False,2.0,24.0,False,0.0,0.0,0.0,221.0,567.0,False,False,False,788.0,4.0,2.0,1.0
0171_01,0.0,True,1.0,19.0,False,0.0,0.0,0.0,0.0,0.0,True,False,False,0.0,6.0,1043.0,1.0
0172_01,0.0,True,2.0,32.0,False,0.0,0.0,0.0,0.0,0.0,True,False,False,0.0,6.0,976.0,0.0
0173_01,0.0,False,2.0,58.0,False,0.0,985.0,0.0,5.0,0.0,True,False,False,990.0,4.0,112.0,1.0
0174_01,0.0,False,0.0,21.0,False,287.0,0.0,16.0,115.0,175.0,False,False,False,593.0,5.0,1131.0,0.0
0177_01,1.0,False,2.0,38.0,False,0.0,10346.0,1.0,14970.0,2111.0,False,False,False,27428.0,1.0,931.0,1.0
0178_01,2.0,False,2.0,38.0,False,3414.0,0.0,161.0,28.0,119.0,False,False,False,3722.0,3.0,1375.0,1.0
0179_01,0.0,False,2.0,19.0,False,1.0,219.0,673.0,2.0,11.0,True,True,True,906.0,6.0,998.0,0.0
0179_02,0.0,False,2.0,0.0,False,0.0,0.0,0.0,0.0,0.0,False,True,True,0.0,6.0,998.0,0.0
0179_03,0.0,False,2.0,3.0,False,0.0,0.0,0.0,0.0,0.0,True,True,True,0.0,6.0,998.0,0.0
0181_01,0.0,False,2.0,20.0,False,0.0,0.0,3.0,299.0,92.0,False,False,False,394.0,6.0,1009.0,0.0
0182_01,1.0,True,2.0,24.0,False,0.0,0.0,0.0,0.0,0.0,True,False,False,0.0,2.0,1042.0,0.0
0183_01,0.0,False,2.0,37.0,False,17.0,146.0,426.0,0.0,232.0,True,False,False,821.0,5.0,1109.0,1.0
0186_01,0.0,False,2.0,25.0,False,62.0,0.0,0.0,0.0,956.0,False,False,False,1018.0,6.0,1020.0,0.0
0188_01,0.0,True,2.0,56.0,False,0.0,0.0,0.0,0.0,0.0,True,False,False,0.0,6.0,1054.0,1.0
0189_01,0.0,False,0.0,49.0,False,84.0,3.0,401.0,202.0,98.0,False,False,False,788.0,4.0,1596.0,0.0
0190_01,0.0,True,0.0,11.0,False,0.0,0.0,0.0,0.0,0.0,False,False,False,0.0,6.0,1065.0,1.0
0192_01,0.0,True,2.0,1.0,False,0.0,0.0,0.0,0.0,0.0,True,True,True,0.0,6.0,1031.0,0.0
0192_02,0.0,False,2.0,8.0,False,0.0,0.0,0.0,0.0,0.0,False,True,True,0.0,6.0,1031.0,0.0
0192_03,0.0,False,2.0,39.0,False,0.0,0.0,10.0,898.0,0.0,False,True,True,908.0,6.0,1031.0,0.0
0193_01,2.0,True,2.0,2.0,False,0.0,0.0,0.0,0.0,0.0,True,True,True,0.0,5.0,1165.0,0.0
0193_02,2.0,False,2.0,23.0,False,20.0,0.0,8.0,1072.0,0.0,False,True,True,1100.0,5.0,1165.0,0.0
0193_03,2.0,False,2.0,0.0,False,0.0,0.0,0.0,0.0,0.0,True,True,True,0.0,5.0,1165.0,0.0
0195_01,2.0,False,2.0,39.0,False,406.0,0.0,867.0,0.0,0.0,True,False,False,1273.0,5.0,1176.0,0.0
0196_01,2.0,False,1.0,25.0,False,1052.0,0.0,719.0,0.0,7.0,False,False,False,1778.0,3.0,1264.0,0.0
0197_01,1.0,False,2.0,36.0,False,0.0,972.0,0.0,795.0,575.0,False,False,False,2342.0,2.0,1264.0,0.0
0198_01,0.0,True,1.0,52.0,False,0.0,0.0,0.0,0.0,0.0,True,False,False,0.0,6.0,1043.0,0.0
0199_01,0.0,True,2.0,18.0,False,0.0,0.0,0.0,0.0,0.0,False,False,False,0.0,6.0,1076.0,1.0
0200_01,0.0,True,2.0,15.0,False,0.0,0.0,0.0,0.0,0.0,True,False,False,0.0,6.0,1054.0,0.0
0201_01,1.0,True,2.0,35.0,False,0.0,0.0,0.0,0.0,0.0,True,True,True,0.0,1.0,1042.0,1.0
0201_02,1.0,True,2.0,47.0,False,0.0,0.0,0.0,0.0,0.0,True,True,True,0.0,1.0,1042.0,1.0
0202_01,1.0,True,0.0,45.0,False,0.0,0.0,0.0,0.0,0.0,True,True,True,0.0,1.0,1707.0,0.0
0202_02,1.0,False,0.0,50.0,False,0.0,2433.0,0.0,878.0,443.0,True,True,True,3754.0,0.0,931.0,0.0
0203_01,1.0,True,2.0,51.0,False,0.0,0.0,0.0,0.0,0.0,True,False,False,0.0,2.0,1596.0,1.0
0205_01,0.0,False,2.0,29.0,False,0.0,2.0,66.0,0.0,705.0,False,False,False,773.0,6.0,1087.0,1.0
0206_01,1.0,False,0.0,35.0,False,2.0,1720.0,12.0,1125.0,122.0,True,False,False,2981.0,2.0,1707.0,1.0
0207_01,0.0,True,1.0,19.0,False,0.0,0.0,0.0,0.0,0.0,False,False,False,0.0,6.0,1065.0,0.0
0210_01,0.0,True,0.0,24.0,False,0.0,0.0,0.0,0.0,0.0,True,False,False,0.0,3.0,1375.0,0.0
0211_01,2.0,False,2.0,29.0,False,902.0,1.0,137.0,0.0,0.0,True,True,True,1040.0,5.0,1198.0,0.0
0211_02,2.0,True,2.0,11.0,False,0.0,0.0,0.0,0.0,0.0,True,True,True,0.0,5.0,1198.0,0.0
0211_03,2.0,False,2.0,17.0,False,848.0,0.0,307.0,182.0,0.0,False,True,False,1337.0,5.0,1198.0,0.0
0212_01,0.0,False,2.0,13.0,False,192.0,0.0,0.0,51.0,739.0,False,True,True,982.0,4.0,1707.0,0.0
0212_02,0.0,False,2.0,35.0,False,147.0,188.0,0.0,10.0,387.0,False,True,True,732.0,5.0,1209.0,0.0
0213_01,0.0,False,2.0,21.0,False,367.0,281.0,0.0,0.0,146.0,False,False,False,794.0,5.0,1220.0,0.0
0216_01,0.0,False,0.0,21.0,False,0.0,56.0,0.0,0.0,1918.0,False,False,False,1974.0,5.0,1154.0,1.0
0217_01,0.0,False,2.0,38.0,False,1517.0,0.0,0.0,27.0,0.0,False,False,False,1544.0,5.0,1231.0,0.0
0219_01,0.0,True,2.0,19.0,False,0.0,0.0,0.0,0.0,0.0,True,False,False,0.0,6.0,1109.0,0.0
0220_01,0.0,True,2.0,2.0,False,0.0,0.0,0.0,0.0,0.0,True,True,True,0.0,6.0,1120.0,0.0
0220_02,0.0,False,2.0,0.0,False,0.0,0.0,0.0,0.0,0.0,True,True,True,0.0,6.0,1120.0,0.0
0220_03,0.0,True,2.0,13.0,False,0.0,0.0,0.0,0.0,0.0,False,True,True,0.0,6.0,1120.0,0.0
0220_04,0.0,False,2.0,25.0,False,122.0,84.0,0.0,0.0,0.0,False,True,True,206.0,4.0,2.0,0.0
0220_05,0.0,False,2.0,16.0,False,0.0,3.0,0.0,0.0,1099.0,False,True,True,1102.0,5.0,1242.0,0.0
0220_06,0.0,False,0.0,1.0,False,0.0,0.0,0.0,0.0,0.0,False,True,True,0.0,6.0,1120.0,0.0
0220_07,0.0,True,2.0,15.0,False,0.0,0.0,0.0,0.0,0.0,True,True,True,0.0,6.0,1120.0,0.0
0221_01,2.0,False,0.0,21.0,False,2237.0,0.0,119.0,0.0,0.0,False,True,False,2356.0,4.0,329.0,1.0
0221_02,2.0,False,2.0,23.0,False,1215.0,80.0,1.0,2.0,0.0,False,True,True,1298.0,4.0,329.0,1.0
0221_03,2.0,False,2.0,33.0,False,1933.0,12.0,188.0,1.0,0.0,False,True,True,2134.0,4.0,329.0,1.0
0221_04,2.0,True,2.0,21.0,False,0.0,0.0,0.0,0.0,0.0,True,True,True,0.0,4.0,329.0,1.0
0221_05,2.0,False,2.0,41.0,False,1230.0,0.0,301.0,43.0,1023.0,False,True,True,2597.0,4.0,329.0,1.0
0221_06,2.0,False,2.0,16.0,False,915.0,0.0,221.0,234.0,0.0,False,True,True,1370.0,4.0,329.0,1.0
0221_07,2.0,True,2.0,42.0,False,0.0,0.0,0.0,0.0,0.0,False,True,True,0.0,4.0,329.0,1.0
0222_01,2.0,False,2.0,20.0,False,1406.0,0.0,0.0,11.0,0.0,False,True,True,1417.0,5.0,1165.0,1.0
0222_02,2.0,True,2.0,24.0,False,0.0,0.0,0.0,0.0,0.0,True,True,False,0.0,5.0,1165.0,1.0
0222_03,2.0,True,2.0,16.0,False,0.0,0.0,0.0,0.0,0.0,True,True,True,0.0,4.0,440.0,1.0
0223_01,0.0,False,2.0,21.0,False,0.0,2.0,665.0,0.0,9.0,False,False,False,676.0,6.0,1098.0,1.0
0224_01,2.0,False,2.0,32.0,True,181.0,0.0,5.0,1634.0,0.0,False,False,False,1820.0,5.0,1176.0,1.0
